objectid,identifier,negative number,title,date,searchable date,decade,description,bio/historical note,creator,publisher,reference,subject,subject (tcau),building name,people,organizations,campus events,location,resource type,original physical format,exhibits,format,contributing institution,language,collection,ordering and permissions,n/a (transcription) font size significantly decreased for visibility of cells,background unknown,background identifier,background date,background date,background link,cdmid,background identifier,background link,reference_url
"historicboise1603","AR 028006","","The Idanha Hotel","1976; 1977; 1978; 1979; 1980","","1970s","The south side of the Idanha building.","","","","","Hotels;","","Idanha Hotel;","","","","Boise (Idaho)","Image:StillImage","b/w photo","","image/jpeg","Boise State University Library, Special Collections and Archives","","University Archives","","","Date based on Delux Barbershop - at this location in 1976,1978, 1980, but not 1974 or 1983 (City directories) JD","","2/7/2012","2/7/2012","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/1728","1728","","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/1728","https://dcnb.github.io//bsu-demo/items/historicboise1603.html"
"historicboise1604","AR 028013","","City of Boise aerial photo","2/29/1964","","1960s","An aerial photo of downtown Boise, focused on the Capitol building.","","","","","Boise State University; Boise (Idaho) --Aerial views; Capitols;","","","","","","Boise (Idaho)","Image:StillImage","b/w photo","","image/jpeg","Boise State University Library, Special Collections and Archives","","University Archives","","","","","2/7/2012","2/7/2012","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/1729","1729","","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/1729","https://dcnb.github.io//bsu-demo/items/historicboise1604.html"
"historicboise1605","AR 000151","8209-007-C4","The Boise River","1982-09","","1980s","The northeast view from the top of the Education Building; Friendship Bridge in the front, the Boise River center, and the Morrison-Knudsen Company business center in the background.","","University Photographic Services;","","","Boise State University; Boise River (Idaho); Footbridge;","","Footbridge;","","","","Boise (Idaho)","Image:StillImage","b/w photo","","image/jpeg","Boise State University Library, Special Collections and Archives","","University Archives","","","","","2/7/2012","2/7/2012","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/1730","1730","","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/1730","https://dcnb.github.io//bsu-demo/items/historicboise1605.html"
"historicboise1606","AR 006873","","City of Boise","1973; 1974; 1975; 1976; 1977","","1970s","Aerial view of the city of Boise, from south of Federal way. Boise&#39;s bench and BSU campus neighborhoods are prominantly shown in the front of the photo.","","","","","Boise State University; Aerial photographs; Boise (Idaho) --Aerial views;","","","","","","Boise (Idaho)","Image:StillImage","b/w photo","","image/jpeg","Boise State University Library, Special Collections and Archives","","University Archives","","","","","2/7/2012","2/7/2012","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/1731","1731","","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/1731","https://dcnb.github.io//bsu-demo/items/historicboise1606.html"
"historicboise1607","AR 006827","","Boise Airport","1969; 1970; 1971; 1972; 1973","","1970s","Business Building Boise Airport from the tarmac.","","","","","Boise State University; Airports; Airplanes;","","","","","","Boise (Idaho)","Image:StillImage","b/w photo","","image/jpeg","Boise State University Library, Special Collections and Archives","","University Archives","","","","","2/7/2012","2/7/2012","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/1732","1732","","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/1732","https://dcnb.github.io//bsu-demo/items/historicboise1607.html"
"historicboise1608","AR 006848","","Boise Train Depot","1969; 1970; 1971; 1972; 1973","","1970s","Opened in 1925, the Boise Train Depot was built by Union Pacific Railroad. It sits at the top of the Boise bench, where Capitol boulevard turns into Vista avenue.","","","","","Boise State University; Railroad stations;","","Boise Depot;","","","","Boise (Idaho)","Image:StillImage","b/w photo","","image/jpeg","Boise State University Library, Special Collections and Archives","","University Archives","","","","","2/7/2012","2/7/2012","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/1733","1733","","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/1733","https://dcnb.github.io//bsu-demo/items/historicboise1608.html"
"historicboise1609","AR 006884","","Morrison-Knudsen Co.","1969; 1970; 1971; 1972; 1973","","1970s","Headquarters for the international heavy construction and engineering company, Morrison-Knudsen. This office building, on the corner of Myrtle and Broadway and was renamed Washington Group building and is now the location of URS.","","","","","Boise State University; Office buildings;","","","","","","Boise (Idaho)","Image:StillImage","b/w photo","","image/jpeg","Boise State University Library, Special Collections and Archives","","University Archives","","","","","2/7/2012","2/7/2012","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/1734","1734","","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/1734","https://dcnb.github.io//bsu-demo/items/historicboise1609.html"
"historicboise1610","AR 013299","","Air Conditioning, Refrigeration and Heating","1975-09","","1970s","W.H. &quot;Dutch&quot; Tucker uses a model air conditioning unit to instruct a class on air conditioning, refrigeration and heating - a vocational program.","","","","","Boise State University; Vocational education; HVAC systems;","","","","","","Boise (Idaho)","Image:StillImage","b/w photo","","image/jpeg","Boise State University Library, Special Collections and Archives","","University Archives","","","","","2/7/2012","2/7/2012","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/1735","1735","","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/1735","https://dcnb.github.io//bsu-demo/items/historicboise1610.html"
"historicboise1611","AR 025680","9605-019-C2","Alternative Mobility Adventure Seekers","1996-05","","1990s","Alternative Mobility Adventure Seekers, a student organization. The group is posing with a newly aquired van for the organization.","","","","","Boise State University; People with disabilities; Wheelchairs;","","","","Alternate Mobility Adventure Seekers;","","Boise (Idaho)","Image:StillImage","b/w photo","","image/jpeg","Boise State University Library, Special Collections and Archives","","University Archives","","","","","2/7/2012","2/7/2012","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/1736","1736","","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/1736","https://dcnb.github.io//bsu-demo/items/historicboise1611.html"
"historicboise1612","AR 022193","8909-062-C3","Alumni Association","1989-09","","1980s","Boise State University Alumni pose with a banner that reads, &quot;Lost alumni phone home 385-1959.&quot; This photo was taken at a football game.","","University Photographic Services;","","","Boise State University; Alumni &amp; alumnae; Banners;","","","","Alumni Association;","Football games;","Boise (Idaho)","Image:StillImage","b/w photo","","image/jpeg","Boise State University Library, Special Collections and Archives","eng","University Archives","","","","","2/7/2012","2/7/2012","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/1737","1737","","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/1737","https://dcnb.github.io//bsu-demo/items/historicboise1612.html"
"historicboise1613","AR 027949","","Alumni Association","1983; 1984; 1985","","1980s","Boise Junior College alumni from 1953, 54 and 55, at a reunion, having dinner - most likely in the Student Union Building.","","","","","Boise State University; Alumni &amp; alumnae; Student unions;","","","","Alumni Association;","","Boise (Idaho)","Image:StillImage","b/w photo","","image/jpeg","Boise State University Library, Special Collections and Archives","","University Archives","","","","","2/7/2012","2/7/2012","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/1738","1738","","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/1738","https://dcnb.github.io//bsu-demo/items/historicboise1613.html"
"historicboise1614","AR 027966","","Alumni Association","1971; 1972; 1973; 1974; 1975","","1970s","Bob Willcuts, director of Allumni Affairs, shaking hands with an unidentified person.","","","","","Boise State University; Alumni &amp; alumnae;","","","","Alumni Association;","","Boise (Idaho)","Image:StillImage","b/w photo","","image/jpeg","Boise State University Library, Special Collections and Archives","","University Archives","","","","","2/7/2012","2/7/2012","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/1739","1739","","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/1739","https://dcnb.github.io//bsu-demo/items/historicboise1614.html"
"historicboise1615","AR 027905","7909-038-C4","Alumni Association","1978-09","","1970s","An Alumni Association board meeting.","","","","","Boise State University; Alumni &amp; alumnae; Conference rooms;","","","","Alumni Association;","","Boise (Idaho)","Image:StillImage","b/w photo","","image/jpeg","Boise State University Library, Special Collections and Archives","","University Archives","","","","","2/7/2012","2/7/2012","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/1740","1740","","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/1740","https://dcnb.github.io//bsu-demo/items/historicboise1615.html"
"historicboise1616","AR 012622","","Alumni Association","1968; 1969; 1970; 1971; 1972","","1970s","The Alumni Association board of directors in a parade.","","","","","Boise State University; Alumni &amp; alumnae; Parades; Automobiles;","","","","Alumni Association;","","Boise (Idaho)","Image:StillImage","b/w photo","","image/jpeg","Boise State University Library, Special Collections and Archives","eng","University Archives","","","","","2/7/2012","2/7/2012","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/1741","1741","","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/1741","https://dcnb.github.io//bsu-demo/items/historicboise1616.html"
"historicboise1617","AR 027936","","Distinguished Alumni","1997","","1990s","BSU Distinguished Alumni Award winners, from left, Merle Wells, Preston Hale and Ralph Peterson.","","Chuck Scheer;","","","Boise State University; Alumni &amp; alumnae; Awards;","","","","Alumni Association;","","Boise (Idaho)","Image:StillImage","b/w photo","","image/jpeg","Boise State University Library, Special Collections and Archives","","University Archives","","","","","2/7/2012","2/7/2012","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/1742","1742","","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/1742","https://dcnb.github.io//bsu-demo/items/historicboise1617.html"
"historicboise1618","AR 027929","","Distinguished Alumni","1995-04","","1990s","Distinguished Alumni for 1995 from left, BSU presidential assistant Jackie Cassell, Micron CEO Steve Appleton, architect Hal Thiederman and actor Earl Boen.","","Chuck Scheer;","","Photo and caption published in Focus Magazine, Spring 1995, page 44","Boise State University; Alumni &amp; alumnae; Awards;","","","","Alumni Association;","","Boise (Idaho)","Image:StillImage","b/w photo","","image/jpeg","Boise State University Library, Special Collections and Archives","","University Archives","","","","","2/7/2012","2/7/2012","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/1743","1743","","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/1743","https://dcnb.github.io//bsu-demo/items/historicboise1618.html"
"historicboise1619","AR 004242","","Homecoming","1967-10","","1960s","Parade float in downtown Boise, Idaho by the Shern Perry Furniture store at 824 West Bannock Street.","","Unknown","","","Boise State University; Parades; Floats (Parades);","","","","","Homecoming","Boise (Idaho);","Image:StillImage;","color snapshot;","","image/jpeg;","Boise State University Library, Special Collections and Archives;","Eng;","University Archives","","","","","6/1/2012","6/1/2012","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/1744","1744","","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/1744","https://dcnb.github.io//bsu-demo/items/historicboise1619.html"
